ASV,MannWU_stat,p_value,Local_right_colon_pos_mean,Local_right_colon_neg_mean,Local_right_colon_pooled_stdev,Local_right_colon_cohens_d,Local_right_colon_cliffs_delta
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter_NA.142,7294.0,0.12148712515665354,0.010463916870219359,0.009490619041032025,0.01166643450179561,0.08342718840426613,-0.13085271317829458
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_inulinivorans.1,7293.0,0.12193126355185506,0.00650830342392054,0.005150734581758172,0.005209633479519141,0.26058816757444414,-0.13069767441860466
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.31,7078.0,0.12404319581031505,0.001231850854053013,0.00029041754024810163,0.0033499898808952914,0.2810257186667416,-0.09736434108527131
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.5,6978.0,0.12551428435484333,0.0006635748161480017,6.65952200468712e-05,0.0017918063646342448,0.3331719363676833,-0.08186046511627906
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.113,7253.0,0.1343479811881623,0.0024665648641006024,0.0017774402632472633,0.0034019216210586438,0.20256921752326862,-0.12449612403100775
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214-group_NA.48,7183.0,0.14475749456513168,0.000889642021846008,0.0007409826197208722,0.0017393559015993433,0.08546807584833156,-0.11364341085271318
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.66,6864.0,0.14803027019565487,0.0002754015366622951,0.0001739744938736303,0.0012988111726926186,0.07809221611359582,-0.0641860465116279
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Adlercreutzia_equolifaciens.3,6758.5,0.15076931133128096,5.5256261828799365e-05,2.028759697471354e-05,0.00019458306147316856,0.17971073427122394,-0.047829457364341084
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.2,7223.0,0.15156310287364705,0.0027589861204357774,0.0021873415490706936,0.003809974408410907,0.1500389530447029,-0.11984496124031008
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.18,6943.0,0.1526075409947001,0.00024411669579114305,0.00011645979561148672,0.0005568552145410417,0.22924612510788955,-0.07643410852713178
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_nordii.1,5957.5,0.1530245306879632,0.0003897097007987303,0.00041446275823580313,0.0013682043600361333,-0.018091637594561606,0.07635658914728682
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Peptostreptococcaceae_Romboutsia_NA.10,7214.5,0.1591485659686529,0.001864066294283747,0.0013176708647699722,0.0018560764457330073,0.29438196404566236,-0.11852713178294573
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_coprocola.2,6132.0,0.16257822255613008,0.0002344953298421529,0.00023018601539103576,0.0017608975641170172,0.0024472260845439906,0.04930232558139535
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.304,5777.0,0.16528698883689308,0.0030928848683440145,0.004508488167932264,0.016392169103227782,-0.08635851001009398,0.10434108527131783
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.22,7114.5,0.1675202194063754,0.001840862413416454,0.0006118596304625437,0.0047576257046945125,0.2583227137311813,-0.10302325581395348
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.2,6865.0,0.1717406951941174,0.0006946166540591892,0.0003611795882544187,0.0027689543095838205,0.12041985115127694,-0.06434108527131784
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.37,5886.0,0.17192529791217825,0.00038941519190131396,0.0006369797102621087,0.0015024930532706521,-0.16476916004496134,0.08744186046511628
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.63,6945.0,0.1735245513692386,0.0003868478948414912,0.00011029597214952149,0.0007300822827884974,0.37879555388702124,-0.07674418604651163
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Butyricimonas_NA.31,6825.0,0.1755922873424357,0.0001953803822984056,5.4896630748496027e-05,0.0005730893909227767,0.24513409910399062,-0.05813953488372093
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_stercoris.1,5739.5,0.18554788933804034,0.004478642558538995,0.005361636613537264,0.014279435651906494,-0.06183676137651682,0.11015503875968992
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.57,6051.0,0.18888693530091694,0.0004064954787033546,0.0004878788707120756,0.00277268148724225,-0.02935187196336284,0.06186046511627907
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae-NK4A136-group_NA.1,5792.0,0.19053867619134224,0.0005837813390331351,0.0007687383340032294,0.000892689827455139,-0.20719066049779652,0.102015503875969
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.3,6009.0,0.19182691952124697,0.0005124763020405385,0.002472832580979495,0.011571633764044797,-0.1694105014825258,0.06837209302325581
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.59,7152.0,0.19681113651323212,0.0024625879216984836,0.0032624082826875596,0.006046524591931898,-0.13227769916892523,-0.10883720930232559
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.330,7098.5,0.19861855190974365,0.0015305135067276176,0.0008776265390300176,0.0031966047519676297,0.20424388323133277,-0.10054263565891473
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.104,7143.0,0.20100837260146942,0.002179595620807255,0.001427333097794236,0.00235856700459675,0.3189489726375762,-0.10744186046511628
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.54,6152.0,0.20266903202200914,0.00010147148392518582,0.000953876655377206,0.0038749529010277542,-0.21997820185786945,0.0462015503875969
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_eutactus.1,7137.0,0.20467658873777717,0.002435200412916118,0.0024655809566805106,0.004130032919354422,-0.007356005232312124,-0.10651162790697674
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.1,5770.5,0.21082567452008738,0.003093328405506385,0.0033458361384034537,0.004895706358620389,-0.051577385243388084,0.10534883720930233
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.5,5768.0,0.2108821662203232,0.03451025788883058,0.044010341122837714,0.03221470757292488,-0.2948989436735274,0.10573643410852714
Bacteria_Firmicutes_Clostridia_Clostridia-vadinBB60-group_NA_NA_NA.20,7122.5,0.21115825212830797,0.004229722285848514,0.0025314060528362522,0.007186407725549928,0.23632338963655183,-0.10426356589147287
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.13,5852.0,0.21424160553826832,0.0009985094506409433,0.0010390535984488448,0.0024043757683048315,-0.016862650315464866,0.09271317829457364
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_NA.8,7124.5,0.21534220050300923,0.002874418289690936,0.002255107132406253,0.0027154007510933297,0.22807357515656687,-0.1045736434108527
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.342,7002.0,0.21794559364383337,0.0011385166577327363,0.0004633479653414552,0.005289345772172047,0.12764691919810453,-0.08558139534883721
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_merdae.1,7119.0,0.219718185337759,0.008474046171964317,0.007019229451200842,0.008136463692637054,0.17880209089852936,-0.10372093023255814
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenellaceae-RC9-gut-group_NA.51,6058.0,0.22011368534021714,0.0005442147989098421,0.0011095435813695854,0.0055477476205688814,-0.10190239735559076,0.06077519379844961
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.43,6936.0,0.22029480625847497,0.0003232914329889342,0.00020232855129344041,0.000682917412960078,0.17712666187729065,-0.07534883720930233
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214-group_NA.21,7019.5,0.22109976058659175,0.0009094389168137852,0.00045872142622983196,0.0018374375051156678,0.24529677299450808,-0.08829457364341085
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Eubacterium-siraeum-group_NA.14,6887.5,0.22120746758520882,0.0004944180562399224,0.0003038821795963083,0.0016303767596405924,0.11686616330670505,-0.06782945736434108
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Odoribacter_splanchnicus.1,7052.5,0.22351783337321796,0.0005980460548451998,0.0004472076358138706,0.0007708211676702437,0.1956853617386097,-0.0934108527131783
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.6,6987.0,0.22525090888197163,0.0005714717094089426,0.0012696619469788996,0.003889358187209149,-0.1795129694832635,-0.08325581395348837
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter_NA.87,7110.0,0.22598957767446015,0.06173248785369494,0.056741486273340636,0.0515488764857062,0.09682076352795464,-0.10232558139534884
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003_NA.5,7100.0,0.23169892294951588,0.0017515805031172805,0.0014532001856536422,0.0014775639105172017,0.20194071832682636,-0.10077519379844961
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.1,5801.0,0.23382644848766987,0.0179540937665201,0.02616705311881238,0.026779926939255464,-0.3066834114567086,0.10062015503875969
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_prausnitzii.6,5827.5,0.23509641472043552,0.0018279726184973048,0.0023203129247944547,0.00431876958108715,-0.11400013292054695,0.09651162790697675
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Dorea_longicatena.1,5811.0,0.2411163227193618,0.007392543655865734,0.008764811624704027,0.005621919030390058,-0.24409244626617882,0.09906976744186047
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium-sensu-stricto-12_paraputrificum.1,6087.0,0.24446779997871704,0.0009563392160304867,0.0007026724638328317,0.0060292953172887895,0.04207237145446743,0.05627906976744186
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.11,6910.0,0.2517933024125296,0.0008320719486494501,0.001023131407133523,0.0033814914708227115,-0.0565015349388382,-0.07131782945736434
Bacteria_Firmicutes_Clostridia_Clostridia-UCG-014_NA_NA_NA.118,6082.5,0.2559552914925729,0.0003077570106135503,0.0004697416681096903,0.0016067322094775668,-0.10081621351750317,0.056976744186046514
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae-NK3B31-group_NA.2,6803.5,0.2630553199254465,0.00044687798169618684,0.0006317645601641633,0.0036287150437025392,-0.05095097747860863,-0.054806201550387595
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_7_NA.8,6872.0,0.26452496663274017,0.0006693777902027451,0.0007347065760511335,0.002807095335738429,-0.023272734992879417,-0.06542635658914729
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_shahii.2,7032.0,0.26648265907065694,0.0015332112370995412,0.0012125442106278145,0.0024024713442217017,0.13347381946635004,-0.09023255813953489
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.33,6024.0,0.2668499060621913,0.0002374044538439104,0.0005046483620515466,0.0009268857711687834,-0.28832453417711584,0.06604651162790698
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_NA.8,5932.0,0.2672547072804793,0.0005222273782671283,0.0007316884090086017,0.0013436117296008513,-0.15589401768894817,0.08031007751937984
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_intestinalis.1,6957.0,0.26820643591253535,0.0007323364463570022,0.0007795718732287595,0.0022191347711066054,-0.021285515186715155,-0.0786046511627907
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_intestinalis.1,7010.0,0.27179204673296764,0.00247554746180321,0.0023523240715249386,0.005083355655037584,0.024240560495930995,-0.08682170542635659
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.61,6055.0,0.2735655737783045,0.0011912451947035181,0.001378915123120216,0.009207944086972121,-0.02038130625513061,0.06124031007751938
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.307,5915.0,0.274607342969729,0.0016977971147041338,0.0021962109706949564,0.01016998291584453,-0.049008327753855774,0.08294573643410853
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.109,5948.5,0.2750668656855979,0.0031712225877937408,0.003822944354203997,0.016844697030958387,-0.038690026019018046,0.07775193798449613
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.277,7021.5,0.2776617671420726,0.0019133165394273248,0.006376989143727312,0.021655899477284003,-0.2061180884674019,-0.0886046511627907
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_vulgatus.2,7029.5,0.2779886086294394,0.0027693237055518467,0.0027001075979622615,0.0065047614192435795,0.010640837246515673,-0.08984496124031008
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_aerofaciens.1,7041.0,0.2783295548562098,0.018812702257175337,0.015462059717774085,0.021527647822896703,0.15564368977819884,-0.09162790697674418
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.18,6874.0,0.2849737759426788,0.0005232425986054551,0.000488986583702137,0.001653128398638368,0.02072193238682106,-0.06573643410852713
Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_NA.7,6220.5,0.28539216767640396,0.0002606833569206727,0.00023969612961368368,0.002068332495813176,0.010146931090369867,0.03558139534883721
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_plebeius.2,6050.0,0.2971804425089698,0.001117287365958897,0.0004781663473244715,0.006323892702518774,0.10106449440229542,0.06201550387596899
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-010_NA.4,7013.5,0.3012028766495054,0.003226109553875896,0.002940793836011379,0.004417342768497065,0.06458989777729912,-0.08736434108527132
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.51,6787.0,0.30312623277069595,0.0002055038726671289,0.00010290871476023506,0.0004928393941022642,0.20817158517487616,-0.052248062015503874
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_fragilis.4,5892.0,0.30486371682825797,0.00616376729595166,0.009219562590148845,0.021842292409280643,-0.13990268223397642,0.08651162790697674
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium-coprostanoligenes-group_NA_NA.17,7008.5,0.3056199055608936,0.005933244135662177,0.005355591116077119,0.005939931010666132,0.09724911258191142,-0.08658914728682171
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_muciniphila.1,6910.5,0.3059638150893944,0.004003085503988334,0.003765490556016495,0.022442020450097633,0.010587056922978842,-0.0713953488372093
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.40,6115.0,0.30600909310674407,0.0003151361120543724,0.0002712616545196934,0.0011145865119852848,0.03936388702257886,0.05193798449612403
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_NA.19,6979.0,0.3074550586537371,0.0009500613344572352,0.0007562924449392105,0.001165517077353102,0.16625143748050036,-0.082015503875969
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.37,6133.0,0.30953507054683704,0.00044469379858870414,0.0002036942995685948,0.0019102271915006225,0.1261627413181082,0.049147286821705424
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.310,6745.0,0.3104776855945949,0.0003611382428677519,0.0002142587835725937,0.0014478355610781002,0.10144761134737393,-0.04573643410852713
Bacteria_Firmicutes_Clostridia_Monoglobales_Monoglobaceae_Monoglobus_NA.5,7001.0,0.3121610511561901,0.0029914917106817493,0.002741642239585153,0.0019900216518461415,0.12555113200140883,-0.08542635658914728
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family-XIII-AD3011-group_NA.13,6027.0,0.3133151742119913,0.00047062327355676083,0.000502599225271114,0.001895298398714659,-0.016871196501848155,0.06558139534883721
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ovatus.1,5975.5,0.31391469719518184,0.0012033596422795334,0.0016746404721072576,0.004060725999585658,-0.11605826886025113,0.07356589147286821
Bacteria_Firmicutes_Clostridia_Clostridia-vadinBB60-group_NA_NA_NA.61,6841.0,0.31480743346793494,0.0005099498743252832,0.0003381176526676257,0.0014054000025083687,0.12226570467551587,-0.06062015503875969
Bacteria_Firmicutes_Bacilli_Acholeplasmatales_Acholeplasmataceae_Anaeroplasma_NA.1,6798.0,0.31748966777704724,0.0009701330912735424,0.0004931388747909094,0.004165608613998755,0.11450768919568391,-0.053953488372093024
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.15,6137.0,0.32178707108204174,0.0006433462682326234,0.002893761333950826,0.015019287978156621,-0.1498350034296636,0.04852713178294574
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Flavonifractor_plautii.1,5971.0,0.3246835051639625,0.0006771448395051005,0.0011557164567936123,0.0025193184941203735,-0.18996074470354185,0.07426356589147287
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.83,6093.5,0.327192176350915,0.0002513896461616985,0.0004961965001669201,0.0011586754782810882,-0.21128163890064897,0.055271317829457364
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.78,6006.0,0.3355558932157091,0.002371416907649004,0.0033922855568650147,0.013213185718455644,-0.07726135626702821,0.06883720930232558
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.69,6697.0,0.33607323346367,0.00047190823789665344,8.615407950897184e-05,0.0031723701508592763,0.12159809229171925,-0.03829457364341085
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.154,6775.5,0.3452173761017584,0.0005081658164189131,0.0002168214708813543,0.0016912595989207221,0.17226471070643465,-0.050465116279069765
Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_Butyricicoccus_NA.11,6152.0,0.34556114917143776,0.00014546586213151614,0.00015944068416119285,0.0004202911250267976,-0.033250338152597626,0.0462015503875969
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.96,6945.0,0.34569718138383554,0.0014292430069917474,0.0009217072491960566,0.002559685574594094,0.19828050868168606,-0.07674418604651163
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium-sensu-stricto-12_NA.25,6873.0,0.34707815135375797,0.0004950811527082784,0.000643738078000375,0.0021402322600764952,-0.0694583144386317,-0.06558139534883721
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.92,6050.0,0.3520341784877744,0.00035902603996108563,0.0006228837233908488,0.001105791515022118,-0.23861431367963204,0.06201550387596899
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia_hominis.1,5981.0,0.3543307019850065,0.0015359177194389257,0.0016282942449077737,0.002531829387657559,-0.03648607837446524,0.07271317829457365
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.13,6784.0,0.35465909968041565,0.0005345667483997545,0.0002537405911829654,0.001911188051286447,0.1469380038389007,-0.05178294573643411
